#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EP300	IRF1	9606.ENSP00000263253	9606.ENSP00000245414	0	0	0	0	0.045	0.774	0	0.932	0.984
EP300	RORA	9606.ENSP00000263253	9606.ENSP00000261523	0	0	0	0	0.044	0.292	0.900	0.491	0.960
EP300	IL1B	9606.ENSP00000263253	9606.ENSP00000263341	0	0	0	0	0	0.292	0	0.608	0.710
EP300	OGA	9606.ENSP00000263253	9606.ENSP00000354850	0	0	0	0	0.044	0	0	0.712	0.712
EP300	MAPT	9606.ENSP00000263253	9606.ENSP00000340820	0	0	0	0	0	0.625	0	0.269	0.714
EP300	NR1H3	9606.ENSP00000263253	9606.ENSP00000477707	0	0	0	0	0	0.357	0.500	0.208	0.723
EP300	PKM	9606.ENSP00000263253	9606.ENSP00000320171	0	0	0	0	0.056	0.292	0.130	0.584	0.725
EP300	PGR	9606.ENSP00000263253	9606.ENSP00000325120	0	0	0	0	0	0.325	0.500	0.389	0.776
EP300	PRMT5	9606.ENSP00000263253	9606.ENSP00000319169	0	0	0	0	0.047	0.264	0.500	0.447	0.780
EP300	ESR2	9606.ENSP00000263253	9606.ENSP00000343925	0	0	0	0	0	0.563	0	0.586	0.811
EP300	PPARA	9606.ENSP00000263253	9606.ENSP00000385523	0	0	0	0	0.049	0.636	0	0.547	0.829
EP300	KMT2A	9606.ENSP00000263253	9606.ENSP00000436786	0	0	0	0	0.288	0.125	0.500	0.521	0.831
EP300	PARP1	9606.ENSP00000263253	9606.ENSP00000355759	0	0	0	0	0.076	0.786	0	0.447	0.881
EP300	RUNX2	9606.ENSP00000263253	9606.ENSP00000360493	0	0	0	0	0.042	0.627	0	0.704	0.885
EP300	KDM1A	9606.ENSP00000263253	9606.ENSP00000383042	0	0	0	0	0.049	0.292	0.500	0.738	0.899
EP300	USF1	9606.ENSP00000263253	9606.ENSP00000357000	0	0	0	0	0.049	0.301	0.800	0.416	0.912
EP300	RXRA	9606.ENSP00000263253	9606.ENSP00000419692	0	0	0	0	0.063	0.325	0.650	0.739	0.934
EP300	SRC	9606.ENSP00000263253	9606.ENSP00000362680	0	0	0	0	0.064	0.299	0	0.942	0.959
EP300	SREBF1	9606.ENSP00000263253	9606.ENSP00000348069	0	0	0	0	0.056	0.785	0.750	0.366	0.963
EP300	HDAC6	9606.ENSP00000263253	9606.ENSP00000365804	0	0	0	0	0.060	0.748	0.500	0.925	0.990
EP300	ESR1	9606.ENSP00000263253	9606.ENSP00000405330	0	0	0	0	0	0.926	0.500	0.943	0.997
EP300	PPARG	9606.ENSP00000263253	9606.ENSP00000287820	0	0	0	0	0	0.860	0.500	0.963	0.997
EP300	RELA	9606.ENSP00000263253	9606.ENSP00000384273	0	0	0	0	0.103	0.950	0.500	0.994	0.999
EP300	JUN	9606.ENSP00000263253	9606.ENSP00000360266	0	0	0	0	0.044	0.885	0.500	0.991	0.999
EP300	HIF1A	9606.ENSP00000263253	9606.ENSP00000437955	0	0	0	0	0.082	0.999	0.900	0.996	0.999
ERCC8	KDM1A	9606.ENSP00000265038	9606.ENSP00000383042	0	0	0	0	0.050	0	0.900	0	0.900
EREG	KIT	9606.ENSP00000244869	9606.ENSP00000288135	0	0	0	0	0	0	0.650	0.201	0.708
EREG	KDR	9606.ENSP00000244869	9606.ENSP00000263923	0	0	0	0	0	0	0.650	0.276	0.735
EREG	IGF1R	9606.ENSP00000244869	9606.ENSP00000497069	0	0	0	0	0	0	0.650	0.339	0.759
EREG	MET	9606.ENSP00000244869	9606.ENSP00000317272	0	0	0	0	0.075	0	0.650	0.365	0.776
ESR1	SIRT1	9606.ENSP00000405330	9606.ENSP00000212015	0	0	0	0	0	0.310	0	0.629	0.733
ESR1	XBP1	9606.ENSP00000405330	9606.ENSP00000216037	0	0	0	0	0.076	0.292	0	0.662	0.760
ESR1	NFKB1	9606.ENSP00000405330	9606.ENSP00000226574	0	0	0	0	0	0.510	0	0.916	0.957
ESR1	NR3C1	9606.ENSP00000405330	9606.ENSP00000231509	0	0	0	0.656	0	0	0.500	0.802	0.896
ESR1	HSPB1	9606.ENSP00000405330	9606.ENSP00000248553	0	0	0	0	0.042	0.330	0	0.624	0.737
ESR1	MAPK3	9606.ENSP00000405330	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.824	0.981
ESR1	IL1B	9606.ENSP00000405330	9606.ENSP00000263341	0	0	0	0	0.051	0	0	0.819	0.820
ESR1	PIK3CA	9606.ENSP00000405330	9606.ENSP00000263967	0	0	0	0	0	0.510	0.400	0.817	0.941
ESR1	SETD7	9606.ENSP00000405330	9606.ENSP00000274031	0	0	0	0	0.048	0.523	0	0.629	0.817
ESR1	PPARG	9606.ENSP00000405330	9606.ENSP00000287820	0	0	0	0.604	0.059	0	0	0.790	0.794
ESR1	NOS3	9606.ENSP00000405330	9606.ENSP00000297494	0	0	0	0	0	0.301	0	0.689	0.773
ESR1	IRS1	9606.ENSP00000405330	9606.ENSP00000304895	0	0	0	0	0.060	0.298	0	0.865	0.903
ESR1	LEP	9606.ENSP00000405330	9606.ENSP00000312652	0	0	0	0	0.055	0	0	0.803	0.806
ESR1	PGR	9606.ENSP00000405330	9606.ENSP00000325120	0	0	0	0.673	0.240	0.771	0.700	0.560	0.974
ESR1	PTK2	9606.ENSP00000405330	9606.ENSP00000341189	0	0	0	0	0.052	0	0.500	0.682	0.836
ESR1	ESR2	9606.ENSP00000405330	9606.ENSP00000343925	0	0	0.062	0.923	0.042	0.830	0.900	0.934	0.998
ESR1	PARP1	9606.ENSP00000405330	9606.ENSP00000355759	0	0	0	0	0	0.312	0	0.647	0.746
ESR1	USF1	9606.ENSP00000405330	9606.ENSP00000357000	0	0	0	0	0	0.053	0.500	0.603	0.796
ESR1	JUN	9606.ENSP00000405330	9606.ENSP00000360266	0	0	0	0	0	0.631	0.900	0.995	0.999
ESR1	RUNX2	9606.ENSP00000405330	9606.ENSP00000360493	0	0	0	0	0.056	0.071	0.750	0.770	0.942
ESR1	MMP9	9606.ENSP00000405330	9606.ENSP00000361405	0	0	0	0	0.074	0	0	0.763	0.772
ESR1	SRC	9606.ENSP00000405330	9606.ENSP00000362680	0	0	0	0	0	0.925	0.900	0.996	0.999
ESR1	RPS6KA3	9606.ENSP00000405330	9606.ENSP00000368884	0	0	0	0	0.055	0.292	0	0.588	0.700
ESR1	SHBG	9606.ENSP00000405330	9606.ENSP00000369816	0	0	0	0	0.144	0	0	0.697	0.729
ESR1	GPER1	9606.ENSP00000405330	9606.ENSP00000380281	0	0	0	0	0.050	0.292	0	0.935	0.953
ESR1	INS	9606.ENSP00000405330	9606.ENSP00000380432	0	0	0	0	0.042	0	0	0.841	0.841
ESR1	KDM1A	9606.ENSP00000405330	9606.ENSP00000383042	0	0	0	0	0	0.338	0.500	0.895	0.962
ESR1	RELA	9606.ENSP00000405330	9606.ENSP00000384273	0	0	0	0	0	0.787	0	0.904	0.978
ESR1	ESRRA	9606.ENSP00000405330	9606.ENSP00000384851	0	0	0	0.843	0	0.517	0.500	0.577	0.888
ESR1	IL6	9606.ENSP00000405330	9606.ENSP00000385675	0	0	0	0	0.054	0	0	0.789	0.792
ESR1	IGF2	9606.ENSP00000405330	9606.ENSP00000391826	0	0	0	0	0	0	0	0.734	0.734
ESR1	MAPK9	9606.ENSP00000405330	9606.ENSP00000394560	0	0	0	0	0	0	0.900	0.300	0.927
ESR1	NR1H4	9606.ENSP00000405330	9606.ENSP00000447149	0	0	0	0.617	0.055	0.510	0	0.491	0.744
ESR1	HIF1A	9606.ENSP00000405330	9606.ENSP00000437955	0	0	0	0	0.067	0.636	0	0.861	0.948
ESR1	PIK3R1	9606.ENSP00000405330	9606.ENSP00000428056	0	0	0	0	0	0.708	0.400	0.971	0.994
ESR1	IGF1R	9606.ENSP00000405330	9606.ENSP00000497069	0	0	0	0	0.063	0.743	0.500	0.994	0.999
ESR2	MAPK3	9606.ENSP00000343925	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.577	0.955
ESR2	SHBG	9606.ENSP00000343925	9606.ENSP00000369816	0	0	0	0	0.139	0	0	0.732	0.759
ESR2	IGF1R	9606.ENSP00000343925	9606.ENSP00000497069	0	0	0	0	0	0.071	0	0.807	0.813
ESR2	MAPK9	9606.ENSP00000343925	9606.ENSP00000394560	0	0	0	0	0	0	0.900	0.186	0.915
ESR2	GPER1	9606.ENSP00000343925	9606.ENSP00000380281	0	0	0	0	0.044	0	0	0.943	0.943
ESR2	JUN	9606.ENSP00000343925	9606.ENSP00000360266	0	0	0	0	0	0.057	0.900	0.686	0.967
ESR2	SRC	9606.ENSP00000343925	9606.ENSP00000362680	0	0	0	0	0	0.629	0.900	0.889	0.995
ESRRA	SIRT1	9606.ENSP00000384851	9606.ENSP00000212015	0	0	0	0	0	0.516	0	0.600	0.798
ESRRA	PPARG	9606.ENSP00000384851	9606.ENSP00000287820	0	0	0	0.634	0.044	0.230	0	0.873	0.898
ESRRA	RUNX2	9606.ENSP00000384851	9606.ENSP00000360493	0	0	0	0	0.056	0.071	0.750	0.236	0.810
F10	GGCX	9606.ENSP00000364709	9606.ENSP00000233838	0	0	0	0	0	0.091	0.750	0.226	0.808
F10	VWF	9606.ENSP00000364709	9606.ENSP00000261405	0	0	0	0	0.042	0	0.900	0.791	0.978
F10	F2	9606.ENSP00000364709	9606.ENSP00000308541	0	0	0.125	0.755	0.209	0.930	0.750	0.972	0.999
F10	PLG	9606.ENSP00000364709	9606.ENSP00000308938	0	0	0.101	0.653	0.160	0.292	0	0.538	0.720
F10	F3	9606.ENSP00000364709	9606.ENSP00000334145	0	0	0	0	0	0	0.700	0.998	0.999
F10	F5	9606.ENSP00000364709	9606.ENSP00000356771	0	0	0	0	0.101	0.926	0.700	0.797	0.995
F10	FGA	9606.ENSP00000364709	9606.ENSP00000498441	0	0	0	0	0.202	0	0.500	0.430	0.752
F13A1	VWF	9606.ENSP00000264870	9606.ENSP00000261405	0	0	0	0	0.252	0	0	0.631	0.713
F13A1	FGB	9606.ENSP00000264870	9606.ENSP00000306099	0	0	0	0	0	0	0.400	0.701	0.812
F13A1	FGA	9606.ENSP00000264870	9606.ENSP00000498441	0	0	0	0	0.042	0.497	0.400	0.726	0.910
F13A1	F2	9606.ENSP00000264870	9606.ENSP00000308541	0	0	0	0	0	0.045	0.900	0.561	0.954
F2	SERPINE1	9606.ENSP00000308541	9606.ENSP00000223095	0	0	0	0	0.070	0.294	0	0.775	0.839
F2	MGP	9606.ENSP00000308541	9606.ENSP00000228938	0	0	0	0	0	0	0	0.752	0.752
F2	GGCX	9606.ENSP00000308541	9606.ENSP00000233838	0	0	0	0	0	0.065	0.750	0.849	0.961
F2	TTR	9606.ENSP00000308541	9606.ENSP00000237014	0	0	0	0	0.321	0	0	0.610	0.724
F2	VWF	9606.ENSP00000308541	9606.ENSP00000261405	0	0	0	0	0	0	0.700	0.894	0.966
F2	FGB	9606.ENSP00000308541	9606.ENSP00000306099	0	0	0	0	0.768	0.900	0.900	0.836	0.999
F2	IL6	9606.ENSP00000308541	9606.ENSP00000385675	0	0	0	0	0	0	0	0.703	0.703
F2	TNF	9606.ENSP00000308541	9606.ENSP00000398698	0	0	0	0	0	0.066	0	0.753	0.760
F2	LPA	9606.ENSP00000308541	9606.ENSP00000321334	0	0	0	0.717	0.695	0	0	0.310	0.781
F2	GC	9606.ENSP00000308541	9606.ENSP00000421725	0	0	0	0	0.694	0	0	0.349	0.792
F2	MBL2	9606.ENSP00000308541	9606.ENSP00000363079	0	0	0	0	0.438	0.046	0.540	0.341	0.816
F2	PLG	9606.ENSP00000308541	9606.ENSP00000308938	0	0	0	0.720	0.707	0	0	0.433	0.826
F2	F3	9606.ENSP00000308541	9606.ENSP00000334145	0	0	0	0	0	0	0.540	0.993	0.996
F2	FGA	9606.ENSP00000308541	9606.ENSP00000498441	0	0	0	0	0.879	0.966	0.900	0.886	0.999
F2	F5	9606.ENSP00000308541	9606.ENSP00000356771	0	0	0	0	0.107	0.926	0.900	0.886	0.999
F3	SERPINE1	9606.ENSP00000334145	9606.ENSP00000223095	0	0	0	0	0.168	0	0	0.887	0.902
F3	MPO	9606.ENSP00000334145	9606.ENSP00000225275	0	0	0	0	0.074	0	0	0.752	0.760
F3	VWF	9606.ENSP00000334145	9606.ENSP00000261405	0	0	0	0	0.047	0	0	0.980	0.980
F3	IL1B	9606.ENSP00000334145	9606.ENSP00000263341	0	0	0	0	0.109	0	0	0.698	0.719
F3	SELP	9606.ENSP00000334145	9606.ENSP00000263686	0	0	0	0	0	0	0	0.905	0.905
F3	VCAM1	9606.ENSP00000334145	9606.ENSP00000294728	0	0	0	0	0.060	0	0	0.800	0.803
F3	P2RY12	9606.ENSP00000334145	9606.ENSP00000307259	0	0	0	0	0	0	0	0.742	0.742
F3	PLG	9606.ENSP00000334145	9606.ENSP00000308938	0	0	0	0	0	0.292	0	0.918	0.939
F3	SELE	9606.ENSP00000334145	9606.ENSP00000331736	0	0	0	0	0.049	0	0	0.720	0.723
F3	MBL2	9606.ENSP00000334145	9606.ENSP00000363079	0	0	0	0	0	0	0.540	0.396	0.710
F3	TLR4	9606.ENSP00000334145	9606.ENSP00000363089	0	0	0	0	0.044	0	0	0.716	0.717
F3	TNF	9606.ENSP00000334145	9606.ENSP00000398698	0	0	0	0	0.056	0	0	0.716	0.720
F3	F5	9606.ENSP00000334145	9606.ENSP00000356771	0	0	0	0	0	0	0.540	0.581	0.799
F3	IL6	9606.ENSP00000334145	9606.ENSP00000385675	0	0	0	0	0.246	0	0	0.770	0.819
F3	PLAU	9606.ENSP00000334145	9606.ENSP00000361850	0	0	0	0	0.133	0	0.540	0.607	0.829
FAAH	TRPV1	9606.ENSP00000243167	9606.ENSP00000459962	0	0	0	0	0.047	0	0	0.854	0.855
FAAH	FABP5	9606.ENSP00000243167	9606.ENSP00000297258	0	0	0	0	0	0	0	0.891	0.891
FABP1	FABP4	9606.ENSP00000295834	9606.ENSP00000256104	0	0	0	0	0.048	0	0.500	0.815	0.904
FABP1	MTTP	9606.ENSP00000295834	9606.ENSP00000427679	0	0	0	0	0.335	0	0	0.595	0.719
FABP1	PPARA	9606.ENSP00000295834	9606.ENSP00000385523	0	0	0	0	0.047	0.253	0.500	0.912	0.964
FABP4	PNPLA2	9606.ENSP00000256104	9606.ENSP00000337701	0	0	0	0	0	0	0	0.714	0.714
FABP4	INS	9606.ENSP00000256104	9606.ENSP00000380432	0	0	0	0	0.071	0	0	0.730	0.739
FABP4	UCP1	9606.ENSP00000256104	9606.ENSP00000262999	0	0	0	0	0.056	0	0	0.749	0.753
FABP4	PPARD	9606.ENSP00000256104	9606.ENSP00000310928	0	0	0	0	0	0.050	0	0.751	0.753
FABP4	FABP5	9606.ENSP00000256104	9606.ENSP00000297258	0	0	0.067	0.944	0.084	0	0.500	0.496	0.756
FABP4	RXRA	9606.ENSP00000256104	9606.ENSP00000419692	0	0	0	0	0.054	0.050	0.500	0.585	0.789
FABP4	PPARA	9606.ENSP00000256104	9606.ENSP00000385523	0	0	0	0	0.055	0.050	0	0.790	0.795
FABP4	SREBF1	9606.ENSP00000256104	9606.ENSP00000348069	0	0	0	0	0	0	0	0.799	0.799
FABP4	LEP	9606.ENSP00000256104	9606.ENSP00000312652	0	0	0	0	0.208	0	0	0.763	0.804
FABP4	LPL	9606.ENSP00000256104	9606.ENSP00000497642	0	0	0	0	0.465	0	0.500	0.882	0.965
FABP4	PPARG	9606.ENSP00000256104	9606.ENSP00000287820	0	0	0	0	0.222	0.050	0.500	0.983	0.993
FABP5	PPARG	9606.ENSP00000297258	9606.ENSP00000287820	0	0	0	0	0.136	0.298	0	0.739	0.828
FABP5	PPARA	9606.ENSP00000297258	9606.ENSP00000385523	0	0	0	0	0.060	0.050	0	0.699	0.708
FABP5	PPARD	9606.ENSP00000297258	9606.ENSP00000310928	0	0	0	0	0.044	0.050	0.500	0.977	0.988
FBP1	PKM	9606.ENSP00000408025	9606.ENSP00000320171	0.057	0	0	0	0.161	0	0	0.651	0.700
FBP1	HIF1A	9606.ENSP00000408025	9606.ENSP00000437955	0	0	0	0	0	0.292	0	0.612	0.713
FBP1	PFKFB3	9606.ENSP00000408025	9606.ENSP00000492001	0	0	0	0	0.086	0	0.932	0.510	0.967
FGA	TTR	9606.ENSP00000498441	9606.ENSP00000237014	0	0	0	0	0.381	0	0.400	0.438	0.773
FGA	VWF	9606.ENSP00000498441	9606.ENSP00000261405	0	0	0	0	0	0.046	0.400	0.786	0.866
FGA	HABP2	9606.ENSP00000498441	9606.ENSP00000277903	0	0	0	0	0.447	0.069	0	0.729	0.848
FGA	FGB	9606.ENSP00000498441	9606.ENSP00000306099	0	0	0	0.737	0.999	0.997	0.900	0.957	0.999
FGA	PLG	9606.ENSP00000498441	9606.ENSP00000308938	0	0	0	0	0.837	0	0	0.799	0.965
FGA	LPA	9606.ENSP00000498441	9606.ENSP00000321334	0	0	0	0	0.832	0	0	0.198	0.860
FGA	GC	9606.ENSP00000498441	9606.ENSP00000421725	0	0	0	0	0.706	0	0	0.277	0.779
FGB	SERPINE1	9606.ENSP00000306099	9606.ENSP00000223095	0	0	0	0	0.133	0.051	0	0.722	0.751
FGB	VWF	9606.ENSP00000306099	9606.ENSP00000261405	0	0	0	0	0	0.046	0.400	0.804	0.878
FGB	HABP2	9606.ENSP00000306099	9606.ENSP00000277903	0	0	0	0	0.381	0.069	0	0.805	0.877
FGB	LPA	9606.ENSP00000306099	9606.ENSP00000321334	0	0	0	0	0.830	0.313	0	0.200	0.898
FGB	GC	9606.ENSP00000306099	9606.ENSP00000421725	0	0	0	0	0.831	0.226	0	0.516	0.931
FGB	PLG	9606.ENSP00000306099	9606.ENSP00000308938	0	0	0	0	0.833	0.070	0	0.694	0.948
FLT3	IGF2	9606.ENSP00000241453	9606.ENSP00000391826	0	0	0	0	0	0	0.650	0.231	0.719
FLT3	PDGFA	9606.ENSP00000241453	9606.ENSP00000346508	0	0	0	0	0	0	0.650	0.242	0.723
FLT3	LCK	9606.ENSP00000241453	9606.ENSP00000477713	0	0	0	0.686	0.050	0.230	0.400	0.523	0.762
FLT3	INS	9606.ENSP00000241453	9606.ENSP00000380432	0	0	0	0	0.074	0	0.650	0.328	0.763
FLT3	SYK	9606.ENSP00000241453	9606.ENSP00000364898	0	0	0	0.606	0.099	0.441	0.500	0.252	0.787
FLT3	TET2	9606.ENSP00000241453	9606.ENSP00000442788	0	0	0	0	0.057	0	0	0.850	0.852
FLT3	PIK3R1	9606.ENSP00000241453	9606.ENSP00000428056	0	0	0	0	0.062	0.374	0.900	0.353	0.956
FLT3	PIK3CA	9606.ENSP00000241453	9606.ENSP00000263967	0	0	0	0	0	0.098	0.900	0.572	0.958
FTO	LEP	9606.ENSP00000418823	9606.ENSP00000312652	0	0	0	0	0	0	0	0.761	0.761
G6PD	HSPB1	9606.ENSP00000377192	9606.ENSP00000248553	0	0	0	0	0.072	0.422	0	0.689	0.818
G6PD	PKM	9606.ENSP00000377192	9606.ENSP00000320171	0.094	0	0	0	0.170	0	0.800	0.655	0.941
GC	TTR	9606.ENSP00000421725	9606.ENSP00000237014	0	0	0	0	0.728	0	0	0.645	0.899
GC	PLG	9606.ENSP00000421725	9606.ENSP00000308938	0	0	0	0	0.465	0	0	0.496	0.719
GC	LDLRAP1	9606.ENSP00000421725	9606.ENSP00000363458	0	0	0	0	0	0	0.400	0.584	0.739
GCG	PTGER2	9606.ENSP00000387662	9606.ENSP00000245457	0	0	0	0	0.103	0	0.900	0.043	0.906
GCG	HTR6	9606.ENSP00000387662	9606.ENSP00000289753	0	0	0	0	0	0	0.900	0.104	0.906
GCG	LEP	9606.ENSP00000387662	9606.ENSP00000312652	0	0	0	0	0	0	0.750	0.910	0.976
GCG	INS	9606.ENSP00000387662	9606.ENSP00000380432	0	0	0	0	0.210	0.217	0	0.997	0.998
GCG	NPY	9606.ENSP00000387662	9606.ENSP00000384364	0	0	0	0	0.074	0.067	0	0.773	0.787
GCG	IL6	9606.ENSP00000387662	9606.ENSP00000385675	0	0	0	0	0	0	0	0.726	0.726
GCG	NR1H4	9606.ENSP00000387662	9606.ENSP00000447149	0	0	0	0	0.079	0.052	0	0.721	0.735
GCLC	GCLM	9606.ENSP00000497574	9606.ENSP00000359258	0	0	0	0	0.238	0.871	0.967	0.999	0.999
GGCX	MGP	9606.ENSP00000233838	9606.ENSP00000228938	0	0	0	0	0	0	0	0.951	0.951
GHR	IRS1	9606.ENSP00000483403	9606.ENSP00000304895	0	0	0	0	0.045	0	0.500	0.447	0.712
GHR	LEP	9606.ENSP00000483403	9606.ENSP00000312652	0	0	0	0	0.064	0	0.650	0.678	0.885
GHR	GHRHR	9606.ENSP00000483403	9606.ENSP00000320180	0	0	0	0	0	0	0	0.843	0.843
GHR	JAK2	9606.ENSP00000483403	9606.ENSP00000371067	0	0	0	0	0.042	0.787	0.900	0.985	0.999
GHR	IL6	9606.ENSP00000483403	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.314	0.749
GHR	TYK2	9606.ENSP00000483403	9606.ENSP00000431885	0	0	0	0	0	0.295	0.650	0.459	0.855
GHR	JAK3	9606.ENSP00000483403	9606.ENSP00000432511	0	0	0	0	0	0.046	0.800	0.165	0.826
GHR	IGF1R	9606.ENSP00000483403	9606.ENSP00000497069	0	0	0	0	0	0.292	0	0.798	0.850
GHR	JAK1	9606.ENSP00000483403	9606.ENSP00000499900	0	0	0	0	0.042	0.295	0.800	0.220	0.880
GLB1	LCT	9606.ENSP00000306920	9606.ENSP00000264162	0.050	0	0	0	0.067	0	0.900	0.901	0.990
GLB1	NEU1	9606.ENSP00000306920	9606.ENSP00000364782	0.059	0	0	0	0.172	0.735	0.800	0.997	0.999
GLO1	MAOA	9606.ENSP00000362463	9606.ENSP00000340684	0	0	0	0	0.055	0	0.800	0.243	0.844
GLO1	MAOB	9606.ENSP00000362463	9606.ENSP00000367309	0	0	0	0	0.055	0	0.800	0.190	0.833
GPER1	PGR	9606.ENSP00000380281	9606.ENSP00000325120	0	0	0	0	0.044	0	0	0.716	0.717
GPER1	PTK2	9606.ENSP00000380281	9606.ENSP00000341189	0	0	0	0	0	0	0.900	0.137	0.910
GPER1	SRC	9606.ENSP00000380281	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.507	0.948
GPER1	OPRM1	9606.ENSP00000380281	9606.ENSP00000394624	0	0	0	0.650	0	0	0.500	0.486	0.732
GPER1	NPY	9606.ENSP00000380281	9606.ENSP00000384364	0	0	0	0	0.042	0	0.500	0.537	0.758
GRIK1	GRIK2	9606.ENSP00000327687	9606.ENSP00000397026	0	0	0.050	0.979	0.064	0.095	0.900	0.980	0.998
GRK6	OPRM1	9606.ENSP00000347655	9606.ENSP00000394624	0	0	0	0	0	0.097	0.900	0.473	0.948
GSK3B	SIRT1	9606.ENSP00000324806	9606.ENSP00000212015	0	0	0	0	0.092	0	0	0.744	0.758
GSK3B	NFKB1	9606.ENSP00000324806	9606.ENSP00000226574	0	0	0	0	0.058	0.331	0	0.582	0.713
GSK3B	LRP6	9606.ENSP00000324806	9606.ENSP00000261349	0	0	0	0	0.047	0.626	0.720	0.954	0.994
GSK3B	LRP5	9606.ENSP00000324806	9606.ENSP00000294304	0	0	0	0	0	0	0.720	0.863	0.960
GSK3B	TLR3	9606.ENSP00000324806	9606.ENSP00000296795	0	0	0	0	0	0.954	0	0.248	0.963
GSK3B	IRS1	9606.ENSP00000324806	9606.ENSP00000304895	0	0	0	0	0.049	0.334	0	0.709	0.799
GSK3B	MCL1	9606.ENSP00000324806	9606.ENSP00000358022	0	0	0	0	0.067	0.301	0	0.579	0.702
GSK3B	HDAC6	9606.ENSP00000324806	9606.ENSP00000365804	0	0	0	0	0.042	0.314	0	0.604	0.717
GSK3B	TNFAIP3	9606.ENSP00000324806	9606.ENSP00000481570	0	0	0	0	0.042	0.522	0	0.469	0.736
GSK3B	INS	9606.ENSP00000324806	9606.ENSP00000380432	0	0	0	0	0	0.071	0	0.745	0.753
GSK3B	SREBF1	9606.ENSP00000324806	9606.ENSP00000348069	0	0	0	0	0.060	0.519	0	0.520	0.764
GSK3B	SRC	9606.ENSP00000324806	9606.ENSP00000362680	0	0	0	0	0.044	0.070	0	0.863	0.867
GSK3B	RUNX2	9606.ENSP00000324806	9606.ENSP00000360493	0	0	0	0	0	0	0.700	0.595	0.873
GSK3B	JUN	9606.ENSP00000324806	9606.ENSP00000360266	0	0	0	0	0.059	0.697	0	0.704	0.908
GSK3B	MAPT	9606.ENSP00000324806	9606.ENSP00000340820	0	0	0	0	0	0.942	0.900	0.943	0.999
HABP2	SERPINE1	9606.ENSP00000277903	9606.ENSP00000223095	0	0	0	0	0.067	0.045	0	0.720	0.728
HAND2	RUNX2	9606.ENSP00000352565	9606.ENSP00000360493	0	0	0	0	0.042	0	0.700	0.632	0.885
HCRTR1	HCRTR2	9606.ENSP00000384387	9606.ENSP00000477548	0	0	0.056	0.968	0.042	0	0.900	0.286	0.926
HDAC6	SIRT1	9606.ENSP00000365804	9606.ENSP00000212015	0	0	0	0	0	0.137	0	0.758	0.782
HDAC6	NR3C1	9606.ENSP00000365804	9606.ENSP00000231509	0	0	0	0	0.074	0.294	0	0.753	0.824
HDAC6	MAPK3	9606.ENSP00000365804	9606.ENSP00000263025	0	0	0	0	0.087	0.521	0	0.407	0.718
HDAC6	MAPT	9606.ENSP00000365804	9606.ENSP00000340820	0	0	0	0	0	0.787	0	0.454	0.879
HDAC6	RUNX2	9606.ENSP00000365804	9606.ENSP00000360493	0	0	0	0	0.055	0.525	0.700	0.767	0.964
HDAC6	MYD88	9606.ENSP00000365804	9606.ENSP00000498321	0	0	0	0	0.069	0.660	0	0.242	0.739
HDAC6	HIF1A	9606.ENSP00000365804	9606.ENSP00000437955	0	0	0	0	0	0.309	0	0.656	0.752
HDAC6	SNCA	9606.ENSP00000365804	9606.ENSP00000500990	0	0	0	0	0.067	0.226	0	0.687	0.754
HIF1A	SIRT1	9606.ENSP00000437955	9606.ENSP00000212015	0	0	0	0	0.083	0.510	0	0.851	0.927
HIF1A	XBP1	9606.ENSP00000437955	9606.ENSP00000216037	0	0	0	0	0.049	0.292	0	0.984	0.988
HIF1A	MMP2	9606.ENSP00000437955	9606.ENSP00000219070	0	0	0	0	0.104	0	0	0.712	0.731
HIF1A	NFKB1	9606.ENSP00000437955	9606.ENSP00000226574	0	0	0	0	0.088	0	0	0.807	0.816
HIF1A	NR3C1	9606.ENSP00000437955	9606.ENSP00000231509	0	0	0	0	0.128	0.071	0.500	0.678	0.852
HIF1A	RORA	9606.ENSP00000437955	9606.ENSP00000261523	0	0	0	0	0	0.294	0.750	0.307	0.867
HIF1A	MAPK3	9606.ENSP00000437955	9606.ENSP00000263025	0	0	0	0	0	0.045	0.900	0.703	0.969
HIF1A	IL1B	9606.ENSP00000437955	9606.ENSP00000263341	0	0	0	0	0.120	0	0	0.751	0.771
HIF1A	KDR	9606.ENSP00000437955	9606.ENSP00000263923	0	0	0	0	0.069	0	0	0.778	0.785
HIF1A	PPARG	9606.ENSP00000437955	9606.ENSP00000287820	0	0	0	0	0.067	0.071	0	0.845	0.854
HIF1A	TERT	9606.ENSP00000437955	9606.ENSP00000309572	0	0	0	0	0.055	0	0	0.698	0.702
HIF1A	PKM	9606.ENSP00000437955	9606.ENSP00000320171	0	0	0	0	0.060	0.301	0	0.995	0.996
HIF1A	PGR	9606.ENSP00000437955	9606.ENSP00000325120	0	0	0	0	0.067	0.071	0	0.699	0.717
HIF1A	SIRT6	9606.ENSP00000437955	9606.ENSP00000337332	0	0	0	0	0	0	0.900	0.811	0.980
